REGISTRO_ANCINE;RAZAO_SOCIAL;CNPJ
33636;G. ZORDÃO PRODUÇÃO DE MÍDIA - ME;24934885000164
33639;CIRCULAR PRODUÇÕES ARTÍSTICAS LTDA - ME;18111701000163
33640;OMAR MARZAGÃO PRODUÇÕES DE EVENTOS - EPP;11390604000108
33642;ZERO8ONZE PHOTOCINE PRODUCAO CINEMATOGRAFICA LTDA;25001888000108
33655;RAMA FILMES LTDA;13474867000120
33656;MILENA A. MAGANIN MIDIAS DIGITAIS ME;20165829000151
33658;ROGERIO CIRINO PRODUÇÕES ARTÍSTICAS EIRELI - EPP;24397463000105
33660;MINHA PRODUTORA SERVICOS AUDIO VISUAIS LTDA EPP;21384857000122
33661;LARANJEIRAS FILMES PRODUÇÕES LTDA;13950406000187
33664;CIVETTA ENTRETENIMENTO LTDA.;23495395000146
33665;"ADRIANA DE LIMA BARBOSA; EDUCAÇÃO, CIÊNCIA E COMUNICAÇÃO – ME";24321343000116
3367;CROMA PRODUÇÕES AUDIOVISUAIS LTDA EPP;00779279000153
33675;CASA FORTE SP PRODUÇÕES ARTÍSTICAS LTDA.;20297314000105
3368;DELTA STUDIOS PRODUÇÕES S/S LTDA;05268091000164
33683;BATALHA PROMOÇÕES E REPRESENTAÇÕES 1615 - EIRELI - ME;01642039000175
33697;CJR EMPREENDIMENTOS COMERCIAIS EIRELI - ME;22839362000103
33698;BBR PRODUÇÕES EIRELI - ME;24879526000151
33733;S W TANCREDO - ME;24209893000148
33735;PEDRO R. COUTINHO FILMES - ME;17278181000115
33742;AMERÍNDIA PRODUÇÕES DE VÍDEOS EIRELI-ME;01220705000187
33743;LISANDRO LUIS LOPES DOS SANTOS - ME;24307966000134
33746;R.L.R. LIMA PRODUCOES DE FILMES;18474376000101
33749;HERMANO LEITE FAVERO - ME;24282574000168
33758;INSTITUTO EPISTEME DE SAÚDE, EDUCAÇÃO E CULTURA LTDA;05672701000190
33759;DOUGLAS JOSÉ RIBEIRO - EPP;24959556000178
33761;T + T PROJETOS CINEMATOGRAFICOS LTDA - ME;01511409000135
33762;A FÚRIA FILMES PRODUÇÕES ARTÍSTICAS LTDA-ME;24902509000198
33767;MS CONTENT PRODUÇÕES LTDA - ME;20646333000108
33768;FELIPE LEON LIMA LEME;24360399000180
3378;NUCLEO BESSA PRODUÇÕES E PUBLICIDADE LTDA;05205008000108
33782;BOOGIEMAN PRODUÇÕES LTDA;18297223000128
33788;RODOLFO VAZQUEZ GARCIA CULTURA ME;22494577000130
33790;DESCOMPLICA PRODUTORA E ASSESSORIA EIRELI - ME;24772946000134
33796;ABÓBORA FILMES LTDA;24939972000104
33798;CABORÉ PRODUTORES ASSOCIADOS LTDA - ME;25094170000103
33801;ALL DAY FILMES E PRODUCOES EIRELLI;24416092000153
33802;ANIMASIGN COMUNICAÇÃO LTDA - ME;09077118000192
33803;VAMOS PRODUCOES CINEMATOGRAFICAS E JORNALISMO LTDA ­ ME;22918589000144
33804;DUBLEMIX AUDIO VISUAL LTDA-ME;25053846000110
33809;D ALMEIDA PRODUCOES - CONTEUDO CULTURAL LTDA. - ME;19318095000114
33810;SB CONSULTORIA E MARKETING LTDA. ME;18768049000154
33820;FEEDBACK VÍDEO PUBLICIDADE DIGITAL LTDA ME;21289554000120
33827;PATRICIA DUARTE SILVA FERNANDES;05312914000101
33829;FERNANDO ANTONIO DA SILVA BELENS;19605499000199
33830;ALESSANDRO FLORENTINO DA SILVA CARDOSO ME;19025606000100
33836;FW PRODUÇÃO E COMUNICAÇÃO LTDA ME;24626611000108
33837;NÚCLEO CORINGA DE PRODUÇÕES ARTÍSTICAS LTDA.;10589111000139
33843;T S DE MORAES PRODUTORA DE VIDEO;14390659000106
33846;PR FRIDSCHTEIN EDICOES DE VIDEO;03286746000100
33847;CAVALO FILMES E PRODUÇÕES ARTISTICAS;24642846000193
33848;MARCELO DE OLIVEIRA PEDRO - EPP;18713810000150
33851;MATHEUS BRITO PINEO PRODUCOES CINEMATOGRAFICAS ME;25249829000153
33852;DROMEDARIO PRODUCOES LTDA.-ME;23374538000161
33855;MOCA ESTÚDIOS E PRODUÇÃOES DE VÍDEOS LTDA;16940811000102
33858;ALESSANDRA RIBEIRO SABATINI - ME;20128447000158
33862;ZINGAREIO PRODUÇÕES ARTÍSTICAS LTDA ME;14169258000120
33863;TAGAWA PRODUÇÕES CINEMATOGRÁFICAS LTDA;12020537000100
33869;LUPINO PRODUÇÕES LTDA ME;25103064000149
33870;PLANO ASTRAL FILMES LTDA ME;12997376000100
33871;GALAPAGOS PRODUCOES EIRELI - ME;25117258000101
33872;MPQUATRO PRODUCOES AUDIOVISUAIS LTDA - ME;17957947000198
33879;SETE CONTEÚDO LTDA. - ME;23075676000140
33880;TUDO BEM PRODUÇÕES ARTÍSTICAS;13520537000124
33887;VINICIUS AUGUSTO DE PAULA SOARES ME;19896557000180
33888;AUDIO PORTO PRODUÇÕES LTDA;10749896000160
33890;CARLOS ADRIANO RATTMANN - ME;24899715000196
33892;PALEARI INFORMAÇÃO E COMUNICAÇÃO LTDA;05476997000174
33896;M&P AUDIOVISUAL E ENTRETENIMENTO LTDA;97528688000119
33898;MENKYOKAIDEN PRODUCOES ARTISTICAS E TECNOLOGIA LTDA;25175827000167
339;ANDRADE PRODUÇÕES CINEMATOGRÁFICAS LTDA;03135762000193
3390;COMUNICK PLANEJAMENTO E MARKETING LTDA;07135121000190
33900;POPNATION EMPREENDIMENTOS ARTÍSTICOS EIRELI - EPP;21759326000177
33901;TIQUEQUE PRODUÇOES ARTISTICAS LTDA ME;23313437000180
33902;SANZALA ARTISTICA CULTURAL PRODUÇAO E PROMOÇAO ARTISTICA CULTURAL E TURISTICA LTDA;09266100000139
33912;MORAES PRODUÇÕES CINEMATOGRAFICAS LTDA EPP;25080587000117
33914;SEVEN CATS FILMES LTDA - ME;23212478000180
33915;DVP DESIGNER VIDEO PRODUÇÕES LTDA - ME;14517537000138
33917;MACACO BELEZA PRODUÇÕES ARTÍSTICAS;09530793000125
33919;CACTO FACTO PRODUCOES LTDA;25211934000101
33920;SERGIO MÃO NA RODA PRODUÇÕES E IDEIAS EIRELI;14485860000177
33928;CLARISSA GONCALVES PEREIRA;14076404000173
33929;AM CONTEUDO E INOVACAO LTDA;15136969000161
33932;VIDEONAUTAS MÍDIA E MARKETING DIGITAL LTDA ME;24926483000118
33934;BRAZIL MAIS WEB AGENCIA DIGITAL E PRODUÇÕES LTDA - ME;24507516000195
33935;NOA PRODUTORA LTDA;58115692000101
33936;JUCELIO PEREIRA DA SILVA - ME;25187409000190
33937;ANA AMÉLIA ALMADA ARANTES - ME;13811800000134
33939;FAST FILMES EIRELI ME;24080733000141
33952;J U DIAS;14826549000144
33955;LUNA INICIATIVAS CULTURAIS LTDA;13467041000134
33956;JULIANE ALMEIDA GOMES;17503480000106
33960;MOVIE YOU PRODUÇÕES E PUBLICIDADE LTDA - ME;17173043000171
3397;JORGE ANTONIO DE CASTRO RISO;05809066000140
33975;TAGUAY TAYUSSY BRANDAO SOUZA - ME;25238748000158
33976;MUK DIGITAL LTDA. ME;25199914000154
33978;ZÓIO COMUNICAÇÃO LTDA;09601928000104
33979;PRA MULTIMIDIA - ME;05685503000161
33980;SPIRAL DESIGN PRODUÇÕES CULTURAIS LTDA - ME;10416819000198
33981;PORTO 8 VIDEOS E PRODUCOES CINEMATOGRAFICAS EIRELI;14625536000107
33982;DANIELE GOMES ME;11659479000199
33984;FLUME PRODUCOES LTDA - ME;22126134000196
33985;MARCOS F F S PINTO - PRODUTOR - ME;16916217000186
3399;PASSOLE PROPAGANDA E MARKETING S/C LTDA;02610410000180
33991;PRODUTORA PORTATIL LTDA. - ME;25302358000108
33999;CALIX PRODUÇÕES LTDA-ME;19045993000146
34003;PROG ENTRETENIMENTO LTDA ME;12669895000130
34004;SANDRO FRANÇA DA ROCHA - PRODUÇÕES CINEMATOGRÁFICAS;11871559000103
34008;DANIEL FELIPE QUARESMA DOS SANTOS ME;22674069000133
3401;PRISMA PRODUÇÕES LTDA;02066541000148
34010;OLHO DE VIDRO PRODUÇÕES LTDA. - ME;21766219000176
34011;CAIO SILVA FERRAZ;17821560000100
34014;SALVADOR PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA;13157376000156
34015;TANTRA FILMES E SERVICOS - EIRELI - ME;25465020000169
34020;MONTANHA RUSSA CINEMATOGRÁFICA LTDA ME;25263548000155
34026;J. FERREIRA VIDEO PRODUTORA LTDA - ME;13818574000113
34040;FILMES DE PERTO PRODUÇÕES CULTURAIS LTDA;22435199000113
34052;BAHIA VISUAL PRODUÇÕES E SERVIÇOS LTDA - EPP;25278158000159
34059;G FAUSTINO DOS SANTOS ME;15631614000149
34062;R SEVERIANO PIRES;15918012000177
34063;T VIEIRA MARINHO PRODUÇÕES - ME;22744857000159
34066;BANCHÁ FILMES;25331541000123
34067;LAGARTIXA ESTÚDIO LTDA - ME;10385963000104
34068;KARANDASH CONSULTORIA E TREINAMENTO SS LTDA;19569446000160
34069;LA 9 PRODUTORA DE VÍDEO LTDA;24863454000154
34075;MANACÁ CINE STUDIO EIRELI-ME;25301822000133
34076;N&N PROJETOS E IDEIAS EMPRESARIAIS;07746315000121
34079;THIAGO DOS SANTOS GOULART - ME;24616069000102
34081;E R PEREIRA DA SILVA EPP;20959550000140
34083;COOPERATIVA DE TRABALHO DE PRODUTORES DE AUDIOVISUAL YABURA FILMES;24239292000188
34086;B\FERRAZ GRAVAÇÕES E EDIÇÕES MUSICAIS LTDA;24776038000119
34087;HANGAR FILMES LTDA - ME;22357342000104
34102;ARCANGELO PRODUÇÕES E VIDEOS LTDA - ME;18250759000198
34103;LOL.COMM! COMUNICACAO, PRODUCOES E EVENTOS EIRELI - ME;23859324000185
34104;STUDIOF FOTOGRAFIA E PRODUTORA DE VÍDEO LTDA;11044863000187
34105;GO FILMES E COMUNICAÇÃO INTEGRADA LTDA ME;23217772000185
34110;TRES PRODUCOES AUDIOVISUAIS LTDA;25263241000154
34116;PÉ DE FEIJÃO ENTRETENIMENTO LTDA - ME;23104023000141
34117;STAGE25 PRODUTORA DE VIDEOS LTDA - ME;20508423000124
34118;INSTITUTO BRASILEIRO DE ESTUDOS DE FESTIVAIS AUDIOVISUAIS BRASILEIROS-IBEFEST;10576820000180
34128;OLD MAN FILMES LTDA - ME;25295673000147
34131;MONSTERBOY PRODUÇÕES DIGITAIS E CINEMATOGRÁFICAS LTDA - EPP;10253925000106
34132;LA URSA CINEMATOGRÁFICA LTDA;22000363000160
34133;MARE FILMES LTDA;13312693000108
34136;KIRON CONSULTORIA EMPRESARIAL LTDA;09605589000126
34138;GALAXY COMUNICAÇÃO E PUBLICIDADE EIRELI;07038395000160
34142;SAMUEL DE CAMARGO PUBLICIDADE ME;08397729000155
34145;OYO FARIAS PRODUCOES E SERVICOS CINEMATOGRAFICOS EIRELI;20160431000122
34146;CENA 27 PRODUÇÕES ARTÍSTICAS ME;16972577000103
34147;PANTANAL PRESS EDITORA, COMUNICAÇÃO E ASSESSORIA LTDA - ME;03677612000101
34148;DONIZETTI PEIXOTO BALTA - ME;25296240000106
34150;PRODUTORA DE VÍDEO 710 EIRELI ME;10865089000102
34151;LUZEIRO FILMES LTDA-ME;19523530000142
3416;INTERFACE MULTIMÍDIA LTDA - ME;04650598000115
34161;MEGAVIDEO MIDIA LTDA ME;10545565000108
34163;SEVERO E BERMUDEZ LTDA;12888278000126
34164;BURBURIM DESENVOLVIMENTO DE PROGRAMAS SOB ENCOMENDA LTDA;97551311000180
34166;ALARIDO PRODUÇÕES ARTÍSTICAS;20929082000160
34167;VERA LÚCIA DA SILVA OLIVEIRA-ME;13601904000114
34169;MOVEE PRODUCAO LTDA;25381820000100
34171;SENDERO FILMES;25246774000128
34172;USI- USINA DE IMAGENS LTDA - EPP;02319993000194
34173;ABRA VIDEOS PARA WEB LTDA;22958983000106
34176;BELMONTE PRODUÇÕES ARTÍSTICAS LTDA. - ME;22667722000137
34187;BOYA FILMES E PRODUCOES LTDA - EPP;22583904000120
3419;SANTO GUERREIRO COMUNICAÇÃO E EVENTOS EIRELI.;40530917000112
34191;MODIFIER PRODUCOES LTDA - EPP;23805495000121
34196;ARMAZEM DE CONTEUDO PRODUCAO CINEMATOGRAFICA LTDA;24543834000101
34217;DM ARTS PRODUTORA DE ÁUDIO E VÍDEO LTDA - ME;01542614000168
34221;CRICA PRODUÇÕES LTDA ME;09265671000159
34222;LETICIA RIBEIRO DA SILVA PRODUCOES ARTISTICAS E CULTURAIS ­ ME;26016045000148
34224;ON SKATE BOARD LTDA;08788342000120
34225;BARAUNA PRODUCOES LTDA - ME;21648038000145
34226;D + FILMES CULTURA E ENTRETENIMENTO LTDA;16737445000199
34229;TREMDOBALAIO PRODUCOES & AUDIOVISUAL - EIRELI;18799359000136
3423;STAFF ÁUDIO VÍDEO LTDA.;01687588000166
34230;KROMO PRODUÇÕES VISUAIS E FOTOGRÁFICAS LTDA. EPP;01191023000193
34231;BRUNO PEREIRA RUBIM - ME;24445185000106
34232;BANDEIRA NEGRA FILMES E PRODUÇÕES LTDA - ME;24818697000170
34234;LUCIANO AZEVEDO DE SOUZA - ME / ESTÚDIO FOTOGRÁFICO LUCIANO AZEVEDO;11056205000105
34240;BRUNA SILVANA DOS SANTOS - ME;21825753000106
34241;ADRIANO LUIS CANASSA ME;01907363000178
34246;GABIROBA FILMES LTDA;26117715000112
34248;GEO CONTEXTO EDITORACAO E COMERCIO LTDA - ME;05150892000120
34249;EH DIGITAL PRODUTORA LTDA;14312206000161
34257;THE FUNN CLUB LTDA ME;24929587000186
34261;LUMME STUDIO LTDA - ME;24692569000123
34265;ORLANDO R VARGAS JUNIOR - ME;26192748000127
34267;VINTE 3 COMUNICACAO E VIDEO LTDA ME;26203415000156
34269;ZAHIR PRODUÇÕES AUDIOVISUAIS LTDA - ME;21859901000103
34273;ESTUDIO HISTERIA LTDA-ME;19846444000170
34274;MALUNA PRODUÇÕES & CIA LTDA ME;17716880000108
34276;W3 PRODUÇÃO CINEMATOGRÁFICA AUDIOVISUAL LTDA.;25071352000169
34282;IVAM CABRAL PRODUCOES - ME;04381041000126
34286;CHRISTIAN P. PETERSEN- ME;24604827000172
34287;DM FOTOGRAFIA E SERVIÇOS PARA PUBLICIDADE LTDA-ME;08774303000173
34288;TATIANI GARCIA DE FARIA ME;25162480000118
3429;ÓPERA PRIMA PRODUÇÕES MULTIMÍDIA LTDA;05005711000172
34290;TVG PRODUÇÃO E COMUNICAÇÃO EIRELI;17655803000187
34292;DRIXEL LICENCIAMENTOS LTDA;20414073000137
34294;CONCEITO A MAIS PRODUCOES E EVENTOS EIRELI - ME;13202731000161
34298;PEDRO URIZZI CRUVINEL PEREIRA DA SILVA - ME;17205128000194
3430;RM VÍDEO-PRODUÇÕES LTDA;22409866000193
34302;RICARDO BARCELLOS E CIA. LTDA. - ME;11033039000121
34304;PLUG-IN PRODUÇÃO AUDIOVISUAL LTDA ME;07852749000106
34305;CALIANDRA FLOR PRODUÇÕES ARTÍSTICAS LTDA -ME;24947308000107
34306;CÁSSIO TEIXEIRA DE ARAÚJO;21107270000176
34308;ODISSEIA PRODUCOES DE FILMES LTDA - ME;25080728000100
3431;GRAVIDADE ZERO S/S LTDA;07267272000100
34310;AD PRODUÇÕES LTDA ME;12464928000106
34313;TOMATH - MULTI-PRODUCOES LTDA - ME;04386198000144
34318;DESTINO INCOMUM PRODUCOES AUDIOVISUAIS LTDA - ME;25448159000102
34320;CASA DE CINEMA DE OLINDA LTDA. - ME;25425945000186
34321;D.E. SANTOS BARBOSA-ME;07085372000107
34322;CAPITAL MIDIA SOLUCOES MOBILE LTDA.-EPP;23614711000151
34325;DYNAMIK UNIVERSES LTDA;02203474000166
3433;PERFIL COMUNICAÇÃO & MARKETING LTDA ME;04559677000115
34332;MUTEMA PRODUÇÕES CULTURAIS LTDA- ME;24603823000170
34349;BY FILMES AMARRADÃO LTDA.-ME;25217438000157
34350;FONTOURA HOT DIGITAL COMPUTAÇÃO GRÁFICA E VIDEO LTDA-ME;13349372000170
3436;ROMSOFT LTDA - ME;03840263000105
34364;TERESA FILMES LTDA-ME;26194047000127
34367;INSPIRA FILMES LTDA;24978034000113
34369;RBK BURGDURFF ME;09107051000191
34375;A P MACEDO FOTOGRAFIA E FILMES - ME;03579958000177
34376;AGENCIA PRAVDA DE PUBLICIDADE LTDA;21480508000104
34382;MTJF PRODUTORA LTDA;08717425000128
34387;STUDIOS B ANIMACAO LTDA - ME;19907459000100
34388;LABIRINTO PRODUÇÕES LTDA - ME;25363229000111
34396;LUIZ EDUARDO DE BIASO MARTINS - ME;15708891000102
344;URP FILMES EIRELI;68311760000153
34403;LOAD COMUNICACAO AUDIOVISUAL LTDA;20716625000161
34404;15SEGUNDOS FILMES E PUBLICIDADE EIRELI ME;24940320000190
34405;ORGANIZAÇÃO CULTURAL, SOCIAL E AMBIENTAL ÁGUA DOCE;05936231000125
34409;ANDRE MACHADO ZENOBIO ME;14472692000185
34422;ALO CINE SOM PRODUÇÕES EIRELI - ME;23895348000190
34425;FRUTILLA PRODUCOES - EIRELI;26319265000140
34430;KLIPFX FILMS EIRELI;22971231000185
34431;PEDRO DE FREITAS VENEROSO - ME;22910675000100
34433;PIXIE VISION PRODUÇÕES LTDA ME;16673773000179
34441;ANANDA KARENINA BARBOSA - ME;11629137000126
34443;SAMUEL HENRIQUE NADAI ME;09579037000190
34448;MJ CINEMATIK GROUP PRODUCOES LTDA;22694552000180
34454;LUNA FILMS EIRELI - ME;25331089000108
34455;KESUKE EIRELI - ME;20226455000137
34456;MIAGUI IMAGEVERTISING LTDA - ME;19207788000130
34458;MF MULTIMÍDIA LTDA - ME;26223357000122
34459;NELSON HOINEFF PRODUCOES ARTISTICAS EIRELI ME;26229086000112
34461;CONCEITO PRODUÇÕES E EVENTOS JORNALISTICO LTDA;33251398000198
34462;BARCELLOS IMAGES EIRELI;21748578000109
34464;FERNANDA FLORES PRODUÇÕES LTDA;22086852000186
34470;TAG VIDEO DESIGN LTDA - ME;10538291000120
34473;GREGORIO GRAZIOSI - ME;14062551000194
34474;THIAGO CALVIÑO FILMES ESPECIAIS;21450081000100
34475;MORFEUS PRODUCOES AUDIOVISUAIS LTDA-ME;20488816000113
34476;RITA DE C A MASINI - ME;15647943000188
34477;DESVIO FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME;26084520000113
34488;MOVIE MACHINE PRODUÇÕES LTDA;25175289000100
34492;CHAMPE COMUNICAÇÃO LTDA-ME;18423481000103
34496;AGENTZ PRODUÇÕES CULTURAIS LTDA;03173270000192
34499;M. P. NOGUEIRA FILHO;19992074000180
345;PRODUÇÃO DIGITAL REALIZAÇÕES CINEMATOGRÁFICAS LTDA.;04031248000170
34502;CASTGO PRODUÇÕES MULTIMÍDIA LTDA - ME;22086194000122
34520;SOTAQUE FILMES LTDA - ME;26066060000109
34521;CINESTROIKA PRODUÇÕES CINEMATOGRÁFICAS LTDA.;24867084000123
34522;AIKO PRODUTORA DE VIDEOS LTDA - ME;26364981000140
34523;MM & ETF PROMOCAO E PUBLICIDADE LTDA - ME;09608239000113
34529;ARTES VISUAIS PRODUÇÕES EIRELI;26285657000136
34540;SCRIPTTARIA PRODUCOES AUDIOVISUAIS LTDA ­ ME;25090700000145
34544;USINA PRODUÇÕES ARTISTICAS;24234190000170
34550;ONMOVEON PRODUÇÕES ARTÍSTICAS LTDA ME;18943622000119
34551;PÚBLICO VÍDEO LTDA. ME;25151636000165
34557;PORTUNHOL FILMES E ENTRETENIMENTO LTDA - ME;26276990000189
34558;H. JONAS SOUZA LUSTOSA SOLUCOES INTELIGENTES ­ ME;24659117000140
34564;MMS PRODUÇÕES EIRELI - ME;09463141000115
34565;GUILHERME LIMA RODRIGUES AFFONSO CAMPOS PRODUÇÕES ME;11503925000171
34574;ANDRÉ HENRIQUE ZAVARIZE EIRELI EPP;18376643000108
34575;FONSECA & PAES LTDA;26242766000176
34576;CAMBUCÁ PRODUÇÕES LTDA ME;08695894000193
34577;MARCELA ILHA BORDIN - ME;23490705000130
34589;FIT FILMES FOTO E VIDEO LTDA ME;21257823000177
3459;MECTRO AUTOMAÇÃO INDUSTRIAL LTDA;00636968000109
34593;H P B DE QUEIROZ;22605631000177
34597;APO PRODUÇÕES E ENTRETENIMENTO;19817088000167
346;ROGÉRIO CORREA DA SILVA PRODUÇÕES ME;55331961000170
34604;COGROSSI PRODUÇÃO AUDIOVISUAL LTDA - ME;02253034000113
34605;CASSIO LEONARDO NOBRE DE SOUZA LIMA - ME;24924270000157
34609;WOGO FILMES LTDA - ME / WOGO FILMES;21979770000106
34610;ISLA FILMES LTDA - ME;22308752000157
34612;ARTE NO AR PRODUÇOES LTDA;58843558000119
34614;DRIELLY FREITAS DOS SANTOS CASTRO - ME;17728128000179
34620;MOBILE FILMES PRODUCOES EIRELLI - EPP;26363068000129
34621;CALLE CORRIENTES COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DE LIVROS LTDA.;00440434000102
34634;NEWTON BATISTA DE SOUZA - ME;22367887000193
34641;KASEL COMERCIO E SERVIÇOS DE ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA - ME;05621090000151
34642;MARCIO PEREIRA COIMBRA PRODUCAO DE VIDEOS - ME;24297032000169
34643;ESTAÇÃO KIDS PRODUÇÕES INFANTIS LTDA ME;24467743000134
34647;MR FILMES EIRELI EPP;26200058000172
34649;GALILEIA FILMES E PRODUCOES LTDA;19199149000170
34650;TAKE FINAL PRODUÇÕES LTDA.-ME.;13302580000113
34658;CINESTESIA PRODUÇÕES ARTÍSTICAS LTDA;22417186000111
34660;GORILLA FILMES LTDA;10330043000199
34663;ROTEART PRODUÇÕES LTDA ME;23997268000145
34664;STHAK LTDA - ME;21207997000125
34665;M’CAPLUN PRODUÇÕES ARTISTICAS LTDA;08040275000160
34666;PANDA 67 EVENTOS E PRODUCOES ARTISTICAS LTDA;07903780000129
34667;SUPERNEZ VIDEO E ANIMAÇÃO LTDA;11885046000151
34671;LEANDRO NASCIMENTO DE SOUZA ME;26161831000139
34672;CAROLINE ANDREIS MÍDIAS SOCIAIS EIRELI - EPP;11096049000106
34675;LUIZ EDUARDO DE PAULA PESSOA RODRIGUES LEITE - ME;20625685000179
34677;UNNOVA PRODUÇÕES CULTURAIS LTDA.;19769930000132
34680;PLONGÉE PRODUÇÕES LTDA - ME;24274245000175
34684;STUDIO JOY PRODUCAO E SERVICO LTDA. - ME;18261906000125
34685;LOCA PRODUCOES CINEMATOGRAFICAS E ARTISTICAS EIRELI ME;25001653000116
34692;BEEL FILMS PRODUCOES LTDA;26461695000100
34694;ELECTRA FOTOGRAFIA PRODUÇÃO SERVIÇOS LTDA;09618176000186
34695;BELLE ÉPOQUE PRODUÇÕES AUDIOVISUAIS LTDA - EIRELI;26269421000106
34700;STUDIO THE LTDA-ME;00261318000126
34706;GERALDO UNGARETTI TAVARES ARTES GRÁFICAS ME;23500676000140
34713;LUNERA FILMES LTDA;24397334000109
34715;DIÔIO PRODUÇÕES ARTÍSTICAS LTDA - ME;09085339000102
34716;MURIQUI CULTURAL LTDA. - ME;19208393000151
34721;ANGULO AGENCIAMENTO E PUBLICIDADE EIRELI ME;23036078000161
34722;CONTEUDO AGRO PRODUÇÕES EIRELLI ME;25009725000171
34724;RONALDO MENDES - ME;21541418000186
34725;PRODUTORA DE FILMES H.L. LTDA-ME;05064901000160
34738;R.M. FABRI - EPP;24251406000105
34739;MYTHAGO PRODUÇÕES CINEMATOGRÁFICAS EIRELI;20415496000171
34740;ALAN LEONEL VALENTE MORAES - ME;26431654000163
34743;SEDE PRODUÇÕES LTDA - ME;11239309000155
34744;P E P SERVIÇOS DE COMUNICAÇÃO EIRELI - EPP;21810900000174
34747;JABUTICABA PRODUCOES LTDA EPP;24813192000113
34758;SEBASTIÃO SIDNEI DE OLIVEIRA - ME;13399887000184
34761;GLOW PRODUÇÕES AUDIOVISUAIS;24615590000125
34763;EFONTE MÍDIA MÓVEL LTDA. ME;21310797000101
34765;DONA FILMES EIRELI ­ ME;24206362000100
34769;PAISÁ FILMES PRODUÇÃO E DISTRIBUIÇÃO CINEMATOGRAFICA LTDA - ME;26127444000186
34770;SALTED CARAMEL FILMES LTDA - ME;26171037000176
34774;M2P2 CENTRAL DE CONTEUDOS S/A;25022932000166
34776;INSTITUTO BEGNI LTDA;10889370000185
34777;TELEOBJETIVA ESTUDIO DE COMUNICAÇÃO LTDA-ME;18260028000123
34779;AGENCIA DE DESENVOLVIMENTO DO POLO AUDIOVISUAL DA ZONA DA MATA DE MINAS GERAIS;21542573000117
34789;F D DA SILVA - ME;24578765000171
3479;VIDEO PLUS LTDA ME;05388074000160
34795;ALECRIM DOURADO PRODUÇÕES AUDIOVISUAIS LTDA - ME;22609094000133
34796;ANTENOR PRODUÇÕES LTDA - EPP;11780700000162
34800;PIMENTEIRA DIGITAL LTDA;13953865000114
34803;TULIPAS PRODUCOES LTDA - ME;13606758000110
34809;VALTEC VIDEO LTDA -ME;05050115000104
34817;PAOLA MARQUES DA FONSECA ME;10439609000115
34818;DOKK FILMES LTDA;26600259000167
34826;4 YOU FILMES - EIRELI;17511586000151
34840;127ML COMUNICACAO LTDA -ME;16701312000162
34854;ADMIM ASSOCIAÇÃO DE DESENVOLVIMENTO E MANUTENÇÃO DE INSTRUMENTOS DA MEMÓRIA PATRIMONIAL;24551395000189
34864;FIT PRODUÇÕES AUDIOVISUAL EIRELI;25194120000106
34865;STV COMUNICACAO LTDA;15139912000116
34880;CINE KINGS PRODUÇÕES LTDA;10894101000107
34895;PERCEPCAO PRODUCOES AUDIOVISUAIS LTDA - ME;24924729000112
34896;BUNKER FILMES LTDA;22154478000109
349;1001 FILMES LTDA;35892546000189
34900;YOUNG REPUBLIC LTDA EPP;26426779000103
34903;FLIPPERAM STUDIOS LTDA ME;24353606000179
34905;PROJETO Z PRODUÇÕES ARTÍSTICAS LTDA. ME;20896541000157
34909;JANELAZUL PRODUCOES LTDA - ME;26574503000164
34911;ORI IMAGEM E SOM PRODUÇÃO CINEMATOGRÁFICA EIRELI;14785375000119
34916;SETCENAS - JORNALISMO E COMÉRCIO LTDA;21564533000176
34920;ASSOCIAÇÃO BENEFICENTE CASA CAIADA;00678625000107
34928;DISTOPIA PRODUÇÕES ARTÍSTICAS LTDA-ME;26285844000110
34931;VINTAGE SERVICOS DE PRODUCAO LTDA ME;26135316000184
34934;MV ARTE E PRODUÇÃO LTDA - ME;24063343000163
34936;ADVERTAINMENT3 FILMES LTDA - EPP;02955512000137
34945;HANNA SOPHIA ALVES GANDRA ROCHA STUDIO DE ANIMAÇÃO - ME;26426063000106
34946;TUPINAMBA FILMES DA AMAZONIA EIRELI - EPP;26608690000150
34947;SINERGIA GAMES PRODUCOES AUDIOVISUAIS LTDA;12086423000155
34954;J. DE PAULA SOUZA FREITAS;21132529000139
34955;IRMÃOS MARIN PRODUÇÕES LTDA-ME;17696583000130
34958;FAZER FILMES PRODUÇÕES LTDA- ME;24088796000144
34967;THIAGO GOES JAGER ­- ME;23227500000166
34972;CLAVA PRODUTORA DE FOTOGRAFIA E VIDEO LTDA;19840269000104
34973;PROMOGARD ART & PROMOTION LTDA;00146572000183
34979;ANDRE LUIS CARDOSO E SILVA LOUREIRO PRODUÇÃO AUDIOVISUAL ME;16613927000137
34986;AMARANTE FILMES PRODUTORA AUDIOVISUAL LTDA - ME;26106929000193
34991;SAVEIRO FILMES E PRODUCOES LTDA - ME;25261036000150
34992;PELO EM OVO PRODUÇÕES ARTÍSTICAS LTDA ME;24228478000131
34994;BURLE DISTRIBUIDORA, SERVIÇOS E PRODUÇÕES LTDA;04827617000136
