REGISTRO_ANCINE;RAZAO_SOCIAL;CNPJ
32425;SOUFLLE IMAGEM E ASSUNTO LTDA-ME;13269228000123
32426;+2 PRODUÇÕES CULTURAIS - ME;10539519000104
32428;KAVANTAN & ASSOCIADOS - PROJETOS E EVENTOS CULTURAIS LTDA - EPP;56568884000130
32429;LENHA FILMES PRODUCAO DE VIDEOS LTDA-ME;23067467000154
32432;INTERLEADERS CONSULTORIA, EDITORA E PRODUÇÕES LTDA. - ME;22161581000186
32441;MAINQUEST LTDA - ME;22588022000157
32442;ARIDE MATOS PRODUÇÕES ARTÍSTICAS LTDA;16633305000170
32443;PANO PRA MANGA FILMES, CONTEUDO E COMUNICACAO EM GERAL EIRELI;38073904000110
3245;RG PRODUCOES EIRELI - EPP;03816467000100
32454;JAMBU FILMES E PRODUÇÕES LTDA;11222186000140
32456;ESPACO-TEMPO FILMES LTDA;22902922000127
32457;KYMERA FILMES, PRODUÇÕES E EVENTOS LTDA.;24148467000141
3246;IPE AMARELO PRODUCOES DE FILMES EIRELI;03736007000164
32466;ORQUESTRA DE BOLSO PRODUÇÕES ARTÍSITCAS LTDA;09559284000125
32475;MH FILMES LTDA - ME;10572965000102
32477;COM COMUNICAÇÃO - PROJETOS E PRODUÇÕES LTDA - ME.;04901225000170
32478;P WATANABE PRODUÇÕES - ME;14185881000177
32479;LYRA & BIELA PRODUÇÕES CINEMATOGRÁFICAS LTDA. - ME;23199519000146
32480;BABA PRODUÇÕES CINEMATOGRÁFICAS E ARTÍSTICAS LTDA;16713327000140
32482;PRISCILA SEVERO RAMOS M|E;17136002000105
32483;LABAREDA DESIGN LTDA. ME;04638525000108
32484;ARTHOUSEBRAZIL EIRELI ME;21540717000104
32485;L SOARES RODRIGUES;18089867000120
32486;SONARE STUDIOS - PRODUÇOES FONOGRAFICAS LTDA;04058069000127
32490;ARGUMENTO CULTURAL PRODUCOES ARTISTICAS LTDA - ME;05466183000159
32492;EDITORA BRASILEIRA DE ARTE E CULTURA LTDA;08219513000108
32493;ADSS - PRESENÇA DIGITAL LTDA ME;16097187000123
32494;EVA P. DA SILVA EIRELI ME;24345970000197
32495;LARUCCIA FILMES EIRELI;23821815000137
32496;FIRMA VISUAL EFFECTS LTDA;19917530000127
32498;FOTO ROCHA LTDA;21718341000177
32499;COLETIVO 105 COMUNICACAO E PRODUCAO LTDA;21894638000193
32500;CHARLOTE PRODUÇÕES LTDA;12945149000122
32502;TERRESTRE - COMUNICACAO, CULTURA, PESQUISA E EDUCACAO S/S LTDA;15318150000115
32508;MC PRODUÇÕES EIRELI;02609683000104
3251;COSTA ALANIS VÍDEO PRODUÇÕES EIRELI - ME;04848890000147
32511;RAINHA CINEMA DIGITAL LTDA;07152787000156
32512;CREARE VÍDEO PRODUTORA E EVENTOS LTDA - ME;13316572000126
32513;JATOBÁ CULTURAL LTDA ME;21468043000176
3252;TRUE MOTION STUDIOS, ANIMAÇÃO E PRODUÇÃO LTDA - EPP;03975566000127
32524;BARBARELLA FILMES LTDA. ME;24096433000150
32525;MARIO CESAR SIMÕES ME;95370722000144
32526;JOÃO NICOLAU DE OLIVEIRA FILHO PRODUÇÕES;05021417000154
32527;LUSA EMPREENDIMENTOS, PRODUÇÕES ARTÍSTICAS E LICENCIAMENTOS LTDA.;01147082000164
32528;MAIS E MELHORES PRODUÇÕES ARTÍSTICAS LTDA;02903916000187
32529;OFF-BEAT PRODUÇÕES ARTISTICAS E AUDIO LTDA;05377334000100
32530;AZEVEDO & FARIAS PRODUTORA DE VIDEOS LTDA - ME / VISIONÁRIA FILMES;22188491000189
32531;ZANETTINI ENTRETENIMENTO LTDA;24236985000117
32535;MARK FISH FILMES LTDA - ME;12408150000118
32536;TW7 COMUNICAÇÕES - EIRELI;04284301000145
32537;NOCHES PRODUÇÕES;23690989000108
32538;PRODUTORA SARRAFO VISUAL S/S LTDA.;23783446000135
32540;FIREWORX MEDIA BRASIL PRODUÇÕES LTDA.;22664894000157
32541;EVEN PRODUÇOES E EVENTOS LTDA - ME;10349245000182
32550;CEBOLA FILMS LTDA ME;19259129000147
32562;CASA DE FARINHA PRODUÇÕES EIRELI;24015868000123
32563;BRUNA STEUDEL PRODUCOES E ARTES - ME;14323160000186
32564;TELE IMPACTO VÍDEO E ÁUDIO LTDA ME;80787484000108
32565;SJ PRODUCTION LTDA ME;24263260000118
32566;FABIO SEIXAS DE SOUSA SANTOS ME;13373693000100
32567;MAICOM OLIVEIRA DE MATOS - (ME);13368791000159
32568;CAFÉ PINGADO FILMES LTDA - ME;24252685000121
3257;CINCO CINCO PRODUÇÕES ENTRETENIMENTO E COMUNICAÇÃO LTDA;06914274000172
32579;LERNER & BARROSO JÚNIOR LTDA ME / MAGNAVIDEO;08813708000173
32583;BOCA DO ORIENTE PRODUÇÕES COMÉRCIO DE ROUPAS E SHOWS ARTÍSTICOS LTDA;21162333000197
32584;RS PRODUTORA DIGITAL LTDA;10893012000146
32585;PEREIRA PRODUCOES & EVENTOS LTDA - EPP;14367748000131
32586;FILMAE PRODUÇÕES AUDIOVISUAIS LTDA ME;24092606000162
32588;ORIGEM FILMES PRODUÇÃO E EVENTOS LTDA - ME;23801856000161
32589;METROPOLE SERVIÇOS ARTÍSTICOS E CULTURAIS LTDA ME;16560728000108
32593;CLAYTON ANTONIO DIAS GAMA ME;22669474000163
3260;RAINBOW VIDEO PRODUÇÕES LTDA ME;68683424000131
32602;FABLEWARE DESIGN DE NARRATIVAS LTDA - ME;22102877000126
32604;SAMAMBAIA PCTURES LTDA;15184445000146
32605;ATIMO PRODUÇOES CINEMATOGRAFICAS EIRELI EPP;03061804000199
32606;RBM COMUNICAÇÃO E DESIGN LTDA;26450361000123
32607;MALI ESTÚDIO GRÁFICO LTDA - EPP;05841511000150
32608;MEMORIA VISUAL FOTOGRAFIA PRESERVAÇÃO DE ACEERVOS PRODUÇÃO EDITORIAL E CULTURAL LTDA;08951304000146
32609;G. M. CORTES MULTIMIDIA - ME;08316021000122
32612;DI MAURO CULTURA E ARTE PRODUCOES ARTISTICAS EIRELI;00061412000131
32616;ELVIS DA SILVA MARTINS ME;14480556000137
32622;ANDRE MOREIRA FORNI - ME;15747649000148
32624;KIWI FILMES SOCIEDADE SIMPLES LTDA;10833702000100
32625;ORIGINA CONTEÚDO AUDIOVISUAL LTDA. - ME;22369189000127
32626;MACHAFER FILMS EIRELI ME;24426278000193
32632;LFVDC PRODUÇÕES LTDA.;20054537000141
32634;SERGIO LEONARDO VILLAR PINTO AUDIOVISUAL EIRELLI- ME;24413421000102
32635;3 APITOS MARKETING CULTURAL E ESPORTIVO LTDA;14293235000123
32636;BOTO FE PRODUCOES ARTISTICAS LTDA;18510573000120
32639;JAMBO MOTION E ASSESSORIA LTDA - ME;19862260000102
3264;JR PRODUÇÕES LTDA;94182821000130
32641;NELSON FARIA PRODUÇÕES;05771221000187
32642;L M GOUVEA PRODUCOES CINEMATOGRAFICAS;18382420000145
32647;FRANCISCO ADRIANO COSTA SOUZA - ME;10462477000142
32648;BARRACELL PRODUCOES ARTISTICAS LTDA;02890928000114
32655;BERNARDO PALMEIRO PRODUÇÕES AUDIOVISUAIS LTDA.;19829707000133
32665;LONDON VIDEO EIRELI – ME;12965720000170
32666;ANDARILHO EMPREENDIMENTOS ARTÍSTICOS LTDA;07913944000107
32668;PRIME HOME DECOR LTDA.;19753750000162
32669;CELERIS - GESTAO DO CONHECIMENTO ORGANIZACIONAL LTDA;21215739000190
32671;VINICIUS CARDOSO SANTOS ­ ME;24107715000106
32675;REGINA LÚCIA AZEVEDO DE MELO;01950362000106
32685;STONE ENTERTAINMENT LTDA - ME;24447024000151
32686;D&V PUBLICIDADES LTDA;07929833000180
32687;EDRAGON PRODUÇÕES DE IMAGENS;09074119000183
32688;PIMENTA BRASIL FILMES E PRODUÇÕES LTDA - ME;14634128000111
32696;GM MASSIMINO E CIA LTDA;16974575000145
327;TYCOON ESTÚDIOS CINEMATOGRÁFICOS LTDA.;28835544000192
32703;PROSA E VURTO DESIGN E PRODUÇÕES CINEMATROGRÁFICAS EIRELI - ME;20982317000188
32707;RONEY B. GIACOMETTI - ME;18680641000108
32708;AMARILDO JOSE MARTINS;24360807000101
3271;TABOCA PRODUÇÕES ARTÍSTICAS LIMITADA;07139963000110
32711;A.P.G.DA SILVA - PUBLICIDADES ME;24234697000123
32713;SAL GROSSO PRODUÇÃO CRIATIVA LTDA EPP;23917126000120
32717;MARAMBAIA PRODUÇÃO AUDIOVISUAL E ARTÍSTICA LTDA;22265352000101
32729;HYPER AGENCIA DIGITAL LTDA ME;21471418000157
3273;VMS FILMAGENS E EVENTOS LTDA ME;80136716000150
32730;PÉ NA ESTRADA FILMES LTDA;23707667000124
32731;MISTI PRODUÇÕES LTDA;22351397000107
32737;VENTURA ESTÚDIO EIRELI ME;23087346000174
32739;COMUNICULT COMUNICAÇÃO E CULTURA LTDA.;05880320000105
32744;INTERTEXTO PRODUÇÕES S/S LTDA. ME;54787429000108
32746;SPOK STUDIO LTDA - ME;04717910000140
32748;AFN PRODUÇÕES LTDA - ME;10328506000188
32749;AGÊNCIA UNA BRASIL COMUNICAÇÃO LTDA;14193088000110
32753;RICK DE PAULA PRODUCOES LTDA - ME;08337659000140
32755;C M O TAVERNARD - ME;22130419000109
32757;FABLE FILMES PROPAGANDA & MARKETING LTDA. - ME;11714838000163
32758;KIMURA BASILE PRODUCOES LTDA - ME;21832189000159
32759;SOUNDTRACKS PRODUTORA MULTIPLATAFORMA;24498637000118
3276;CRYSTAL VISION PRODUCTIONS LTDA;31887805000122
32763;ONZE CONTEUDO AUDIOVISUAL LTDA EPP;07249419000120
32776;AW HIT PRODUÇÕES ARTÍSTICAS LTDA. - ME;21816842000196
32778;MFA BRAZIL AUDIOVISUAL - ME;19380838000186
3278;MEDIA VIEW PRODUTORA LTDA - ME;06280536000194
32780;FABIO RAMOS MELO ME;24254612000179
32782;EDUARDO RODRIGUES - ME;03457880000118
32783;PEDRO RODRIGUES DA COSTA - ARTES CENICAS;22996651000116
32791;16X9 LAB;12591570000182
32795;VTM - VIDEO TAPE MATIAS LTDA - EPP;01378192000137
3281;SSOLL VÍDEO PRODUÇÕES LTDA;05065019000130
32815;H OLIVEIRA DE BRITO FILMES EIRELI;24468722000133
32816;SAGARANA PRODUCOES EIRELLI - ME;18411293000165
32817;GS - GERANDO SALVACAO PRODUCOES ARTISTICAS LTDA - ME;23113484000180
32820;SAUDADES FILMES EIRELI;21277707000110
32822;FRAMBOESA FILMES E PRODUCOES LTDA;24029216000148
32836;CARLOS CEZAR CASTRO DE MORAES JUNIOR PRODUÇÃO DE FILMES - ME;18715639000119
32837;CASA NA ÁRVORE PÓS EIRELI;82114604000123
32838;REGINA PACHECO & COELHO CONSULTORIA EM INFORMATICA LTDA;02914334000104
32839;VERBAIS E VISUAIS PRODUÇÕES LTDA. ME;10678657000166
32840;GUSTAVO MOROZINI PRODUCOES ARTISTICAS EIRELI ME;20082421000116
32841;PLANO FILMES EIRELI - ME;24534814000174
32842;LUZ AZUL COMUNICAÇÃO LTDA - ME;22058426000139
32843;7 CINEMA DIGITAL EIRELI;23888529000199
32858;W J PATRICIO PUBLICIDADE E PROPAGANDA;24324009000116
3286;ATELIÊ PRODUÇÕES LTDA - ME;04149422000184
32862;DANIEL FERREIRA DOS ANJOS PRODUCOES CINEMATOGRAFICAS - ME;24510209000163
32863;KRK MARKETING E COMUNICAÇÃO DIGITAL LTDA;19335345000124
32864;MUNARI PRODUÇÕES EIRELI ME;05794753000130
32865;AMAZÔNICA SERVIÇOS E EVENTOS LTDA;19164794000157
32868;PAJEÚ FILMES LTDA;24514415000141
32869;WORLD CINE PRODUÇÕES CINEMATOGRAFICAS - ME;23959996000162
32871;CINE CULTURA SERVIÇOS E EVENTOS CULTURAIS;64802549000182
32872;CFF PRODUÇÕES FILMAGENS E FOTOS;03302732000124
32874;DTV VÍDEO PRODUÇÕES CINEMATOGRÁFICAS LTDA;01480853000130
32875;AC PRODUÇÕES LTDA;06894978000120
32879;TAIANE ALVES DE LIMA - EPP;17305816000126
32880;MARACUJÁ COMUNICAÇÃO LTDA - ME;15722301000104
32881;CARISMA COMUNICAÇÕES LTDA;22311590000106
32890;LUCIANO LANCELLOTTI DE JESUS ME;10366000000163
32904;ALEIXO SOCIAL PRODUTORAS DE VIDEOS LTDA - ME;24320247000153
32905;PRAMA COMUNICAÇÃO LTDA. ME;12972763000183
32909;CLUBS PRODUCOES ARTISTICAS LTDA. - ME;23834696000157
32928;RAFAEL GHENCEV ME;08752357000138
32932;IRREALITY FILMES LTDA;24649776000103
32937;CINTHIA APARECIDA TEIXEIRA - ME;21708861000107
32946;AJ PRODUÇÕES DE MIDIAS LTDA - ME;21199974000116
32947;HELLEN RIBEIRO SOARES PRODUCOES ARTISTICAS - ME;17257062000186
32949;MKT VIRTUAL SERVIÇOS DIGITAIS EIRELI - EPP;17395075000111
32952;ARTICUS PRODUCOES LTDA - ME;21535250000104
32954;FRICK FLIX EIRELI - ME;24479708000135
32955;LDV NEGOCIOS DIGITAIS LTDA;23566741000130
32958;BAHU PRODUÇÕES LTDA;23420935000122
32959;LP ARTE SOLUÇÕES CULTURAIS LTDA.;22596766000113
32977;SEM RUMO - PROJETOS AUDIOVISUAIS LTDA - ME.;20760670000113
3298;LYNXFILM PRODUÇÕES AUDIO-VISUAIS LTDA;61383022000172
32980;WALSH TV PRODUÇÕES EIRELI - ME;20395457000150
32984;ADILSON RAIMUNDO LEÃO DIAS-EPP;22152041000136
3299;CAMERA CINCO SOM E IMAGEM LTDA;53445920000180
330;LUNI PRODUÇÕES LTDA;01374871000138
33002;SX TECNOLOGIA E SERVIÇOS CORPORATIVOS EIRELI;14278276000140
33006;FASE 10 PRODUÇÕES ARTÍSTICAS E EDITORA LTDA - EPP;40255762000153
33008;TRECO PRODUÇÕES ARTÍSTICAS LTDA;14682978000195
33009;THE ONE CORPORATION PRODUÇÕES CINEMATOGRÁFICAS LTDA ME;16865934000126
33010;ARCHIVES PRODUÇÕES AUDIVISUAIS LTDA;05550203000175
33033;VT60 VIDEOPRODUTORA-EIRELLI-ME;22730118000108
33035;MOVIMENTO PRODUÇÕES E MARKETING;17489954000102
33036;SUCONIC PRODUÇÕES ARTISTICAS LTDA-ME;24322922000183
33037;SERENO FILMES LTDA;23014328000162
33038;LUIZ FELIPE A I CAVALCANTE MULTIMÍDIA - ME;15071118000188
33040;PRODUTORA VEM LTDA;23246506000180
33041;OVERCOM PRODUÇÕES LTDA / FAÇA FILMES PRODUÇÕES;11869071000141
33054;THE UNITED CINEMA;24088689000116
33056;MNLIVE VIDEO LTDA ME;13472073000128
33057;VIACULTURA PRODUÇÕES CINEMATOGRAFICAS, TEATRAIS, PROJETOS CULTURAIS E AGENCIAMENTOS LTDA - ME;10245733000140
33059;PRODUÇÕES CANAL DE IDEIAS LTDA - ME;17956110000124
33064;BOSSA BRASIL PRODUCOES E EVENTOS LTDA - ME;09444833000116
33068;ANA CAROLINA SOARES DA COSTA COELHO;20238227000187
33072;EDILSON LUIZ N DOS SANTOS GRAVAÇÃO E EDIÇÃO DE MUSICAS;15459270000132
33086;BLACK DOG ESTUDIOS EIRELI -ME;24740580000111
33087;RODRIANE DELLÊ LIMA - PRODUÇÕES ARTÍSTICAS;21686334000130
33088;RENATO CAIUBY CINEFOTOGRAFIA LTDA - ME;10545187000162
33090;CINEMAQUINA PRODUCAO CINEMATOGRAFICA LTDA-ME;23369581000139
33092;MP4 PRODUÇÕES EIRELI;12571695000140
33093;AFEBRIL FILMES LTDA - ME;24483245000185
33094;DESIGN PRODUÇÕES LTDA;07855644000100
33096;AMARALINA PRODUCOES LTDA;11680681000100
33097;PIGMENTO DIGITAL EIRELI - ME;24415349000152
331;START DESENHOS ANIMADOS LTDA;60915899000102
33100;NAVEIA FILMES LTDA - ME;22764908000104
33102;BLANDY FILMES & PRODUÇÕES EIRELI - ME;23823173000105
33103;GUILHERME AUGUSTO GONÇALVES KANSO - EPP;09484088000139
33104;TRABANCO FILMES LTDA.;11418376000137
33106;ANIMAL FILMES PRODUÇÕES ENTRETENIMENTOS LTDA ME;24524666000107
33107;AURORA LUNAR IMAGEM E COMUNICAÇÃO LTDA - ME;97552520000149
33108;REALIZE PRODUÇÕES E PROMOÇÕES LTDA;02373682000103
33114;ESZ COMUNICAÇÃO LTDA;10871638000151
33115;PERCPAN - MARKETING E CIA LTDA - EPP;15534889000164
33116;MACA ENTRETENIMENTO LTDA - ME;24652002000123
33117;CORUJA FILMES LTDA;23655958000116
33118;CONTINENTE CONTEÚDO ITINERANTE LTDA.;24603843000140
33121;ALADAS 2 IMAGEM E CRIACOES - EIRELI;20804500000193
33124;ANS - PRODUÇÕES DE VIDEOS LTDA. ME;08996022000165
33125;CASSUÇA BENEVIDES PRODUÇÃO DE CONTEÚDO EIRELI ME;16434167000109
33126;ALADOS COMUNICACAO CULTURAL E PRODUCOES - EIRELI - EPP;22258961000133
33127;THIAGO HENRIQUE RODRIGUES - ME;19446448000161
33128;AZEVEDO & SOUZA PRODUTORA DE VIDEO LTDA - ME;16631569000195
3313;PACTO COMUNICAÇÃO LTDA.;00848869000190
33138;PROINART PRODUCOES ARTISTICAS LTDA;09224803000102
33139;DREAM DEALERS LABORATORIOS DE CONCEPCOES VISUAIS LTDA - ME;13309674000114
33140;ITOBY FILMES LTDA ME;22655735000196
33141;CLIQUEAQUI COMUNICAÇÃO INTERATIVA E EVENTOS LTDA ME;14671576000195
33143;SALOME PRODUCOES AUDIOVISUAIS E CULTURAIS LTDA;20026504000198
33145;VIDEODESIGN CRIAÇÕES DIGITAIS LTDA;03945022000112
33147;MIDIA FINA PRODUCOES CINEMATOGRAFICAS EIRELI;10613138000110
33148;A. R. DE OLIVEIRA PRODUCAO DE VIDEO - ME;14222298000199
33149;C. E. Z. MONTEIRO COMÉRCIO & REPRESENTAÇÃO - ME;07543691000119
33162;JOZUE RAMOS DE OLIVEIRA JUNIOR EPP;23859828000103
33165;MGG PRODUÇÃO E INTERMEDIAÇÃO DE NEGÓCIOS EIRELI;04934804000119
33173;LUAFADA PRODUÇÕES EVENTOS LTDA - ME;11272999000144
33176;NALAJE COMUNICACAO E PRODUCAO AUDIO VISUAL LTDA ­ ME;22904778000168
33177;CONTROLE REMOTO COMUNICAÇÃO LTDA;11782499000152
33178;LIBERTEM BARRABÁS FILMES LTDA ME;05660579000132
33179;LUPA PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME;19971478000197
33187;MASTRO PRODUÇÕES CINEMATOGRAFICAS E ESTUDIOS EIRELI - ME;22102601000148
33192;HALINA AGAPEJEV DE ANDRADE ME;21459587000171
33193;SHAMAH GRUPO REIS LTDA;09129730000161
332;DIGIGRAPH PRODUÇÕES CINEMATOGRÁFICAS LTDA - EPP;40283053000181
33200;ROCINANTE STUDIOS PRODUTORA DE VIDEOS;18233868000105
33201;COLIRIO PRODUCOES EIRELI - EPP;17861609000158
33202;MOVIEHEADS FILM CO PRODUTORA CINEMATOGRAFICA EIRELI ­ EPP;24700570000152
33204;RTV DIGITAL LTDA - EPP;24053006000195
33209;PLANO Z PRODUÇÃO CINEMATOGRÁFICA LTDA;14754400000105
33214;FABULAR PRODUÇÕES CULTURAIS - EIRELI - ME;22860478000124
33223;QUICKFILMS CINEMA E VIDEOS LTDA ME;20593524000140
33238;POMONA PRODUÇÕES AUDIOVISUAIS LTDA - ME;24167650000194
33239;RAFAELA DUARTE FERRARI;12562745000123
33240;NDC COMUNICAÇÕES LTDA;07314275000149
33241;AGAELE AGENCIA DE PRODUCOES E PUBLICIDADE - EIRELI - ME;24221941000113
33243;LEANDRO KEMPS DANIEL GONÇALVES;23908183000143
33245;D T CASTILHO PRODUTORA - ME;23566806000147
33247;VISÃO FILMES PRODUÇÃO E COMUNICAÇÃO LTDA - ME;24019967000183
33249;VALENTINNA FILMES LTDA;24511559000144
33252;DIEGO MOURA BARRIOS - ME;24755330000155
33281;ELEFANTE COR-DE-ROSA PRODUÇÕES E CRIAÇÕES LTDA ME;15691787000152
33282;F. P. FERREIRA DA SILVA & CIA LTDA;07620843000130
33283;UPGRADE PRODUÇÕES AUDIOVISUAIS LTDA;22243998000198
33284;RICARDO ABALEM JUNIOR - ME;36993111000193
33286;MGP DESIGN E GESTÃO CULTURAL LTDA. - ME;20419515000138
33287;MARCELLA MULLER PRODUÇÕES LTDA.;09211449000173
33289;CANASTRA REAL PRODUCOES CULTURAIS LTDA - ME;14408669000121
33290;FILMES SEM SAPATO PRODUÇÕES AUDIOVISUAIS LTDA - ME;17335536000160
33291;CLEIDE L. PLENTZ;24564713000146
33326;TEMPODESIGN CONTEÚDO LTDA - EPP;09591007000108
33327;MARCA EMPREENDIMENTOS;00949265000130
33328;INDEPENDENTLY TOGETHER PRODUCOES LTDA - ME;18809953000160
33330;ANA CLARA SANTIAGO PRODUÇÕES ARTÍSTICA LTDA. - ME;08357625000117
33332;SIQUEIRA & LEAO LTDA-ME - ME;17459216000112
33333;GPS ENTERTAINMENT PRODUCOES ARTISTICAS LTDA - ME;43961424000125
33338;ESTRADA BRANCA PRODUÇÃO DE FILMES LTDA.;23996147000189
33344;DEF FILMES PRODUTORA DE FILMES E ENTRETENIMENTO LTDA;24691445000123
33345;EDN PRODUÇÕES CULTURAIS E ARTISTICAS LTDA;09218758000175
33346;COSMO CINE PRODUÇÕES LTDA. - ME;24515989000134
33354;ROSANA URBES - EPP;09047640000121
33355;IEDA NOLASCO BELEM BANKERSEN PRODUCOES-ME;23826840000103
33359;LELES PRODUÇÕES ARTÍSTICAS EIRELI;24714275000155
33360;DUTO, GESTÃO & CUNSULTORIA LTDA - ME;13687351000164
33361;PEDRO LUIZ BARBOSA EPP;13189506000132
33363;COMMUNIC FILMES LTDA ME;22402331000190
33364;PA PRODUCOES LTDA - ME;19964484000117
33365;LIVIA GAUDENCIO RIBEIRO SILVA ME;21850399000170
33371;GUILHERME TAMBURUS FOTOGRAFIA - ME;20032770000123
33374;MMNETO CRIACOES E PRODUCOES - ME;21033639000143
33375;DOUGLAS DWYGHT TOURINHO LAPA - ME;22906585000146
33376;QUADRANT - PRODUÇÕES E EVENTOS EIRELI - EPP;08948522000121
33378;KAROLY PRODUÇÕES ELENCO &ATORES EIRELI;24175476000121
33385;F.D.SILVEIRA - PRODUTORA AUDIOVISUAL E CULTURAL - ME;24754642000144
33387;JULIANA LUCKMANN BEHR KONS ME;23184537000154
33396;AZIM PRODUCOES AUDIOVISUAIS EIRELI - EPP;20128768000152
3340;JAGUAR PRODUÇÕES ARTÍSTICAS LTDA. - EPP;02127762000189
33401;PAULA DE ABREU RESENDE PRODUCOES;23933465000109
33404;2AMADOS SERVIÇOS DE FOTOGRAFIA LTDA;07944799000113
33408;KANIMAMBO FILMES LTDA ­ ME;24951318000116
33411;B.H.B. TOMSONS PRODUCOES CINEMATOGRAFICAS;17329037000160
33412;VOLT FILMES LTDA;22234992000154
33413;P2G'S NEGÓCIOS E SOLUÇÕES EMPRESARIAIS LTDA-ME;21205301000121
33414;PRODUTORA BRASILEIRA DE ARTE E CULTURA LTDA.;13483286000155
33415;CAFE PRETO PRODUCOES AUDIOVISUAIS LTDA - ME;24856310000170
33416;ANA THOMASIA MAGALHÃES GUASQUE ME;14687450000109
33419;ESTRATOSFILMES PRODUÇÕES AUDIOVISUAIS LTDA;20684611000103
33420;RODOLPHO CAVALCANTI DE BARROS / ATO CINEMÁTICA;20820497000100
33421;CORAZON PRODUCOES AUDIOVISUAIS LTDA;24874777000143
33422;TOP TOP FILMES LTDA ME;09494070000118
33425;LUIZ BRASIL PRODUÇÕES ARTÍSTICAS LTDA;02521216000128
33427;ESTÚDIO X+X PRODUÇÃO DE IMAGEM LTDA;07406740000171
33428;PRO CLIPE PRODUCOES AUDIOVISUAIS LTDA - ME;24138546000171
33430;REVOAR FILMES LTDA. ­ ME;24765475000137
33445;GRETA FILMES PRODUÇÕES LTDA - ME;24857516000115
3345;AGÊNCIA TRILHA PUBLICIDADE EIRELI;00076866000186
33454;A FABRICA ENTRETENIMENTO E PARTICIPAÇÕES LTDA;23964115000100
33456;ML PHOTO & CINE EIRELI;22856480000120
33460;M A KEPPLER DOS SANTOS ENTRETENIMENTO ME;14173493000176
33462;LN PRODUÇÕES E EVENTOS CINEMA E TV - EIRELI;22962444000140
33466;ACS JAQUEIRA FILMES E VIDEO EIRELI - ME;20248867000178
33467;MAIS MÚSICA PRODUÇÕES ARTÍSTICAS LTDA;24979771000130
33468;B. C. LUIZ FILMES - ME;10851470000112
33469;ARTES & BYTES COMPUTAÇÃO GRÁFICA LTDA.;38883450000142
33470;CADENZA FILMES LTDA EPP;23431564000184
33472;AMÁLIO ROMEU DISESSA FILHO - ME;21023837000126
33477;S.A. CESARIO M BAMARA FILMAGENS E EVENTOS ME;22581703000193
33480;LUIZ FERNANDO FERNANDES MACHADO - ME;23050183000155
33487;SIGABRASIL MULTIMIDIA LTDA ME;10557799000175
33488;NOSSA TOCA LTDA - ME;23595144000133
3349;PORTO VIDEO, PRODUÇÕES E FILMAGENS LTDA;07197591000188
33491;BLAH! COMUNICAÇÃO E PRODUÇÃO LTDA. ME;22748994000161
33492;TRINDADE ESTÚDIO EIRELI - ME;08690427000170
335;DOCUMENTA PRODUCOES EIRELI - ME;00360459000104
33504;LETICIA MATOS 4 LUAS PRODUÇOES - ME;14365320000150
3351;FINA FILMES PRODUÇÕES CINEMATOGRÁFICAS LTDA;05285772000130
33512;NECTON COMUNICACAO DIGITAL, PRODUCAO E MARKETING EIRELI;12237655000167
33514;JELBES LIMA DO NASCIMENTO;14549856000125
3352;LD LABORATÓRIO DE DESENHOS LTDA;02683477000144
33534;IN GOOD COMPANY PRODUCOES LTDA - EPP;24443453000150
33536;FTV COMUNICAÇÃO LTDA;13039077000117
33537;GRUPO ASSOCIATIVO PICOLÉ DA MASSA - DA VÁRZEA DAS ARTES;24166095000186
33538;VERSO A VERSO CONTEÚDOS CULTURAIS LTDA-EPP;24715333000165
33540;MANNUFATURA PRODUÇÕES CINEMATOGRÁFICAS LTDA - ME;09191733000125
33543;UNIMOBILE SOLUÇÕES MÓVEIS E BROADCAST LTDA;19052058000107
33544;GUARÁ PRODUÇÕES, PROJETOS E MONTAGENS LTDA ME;06073203000194
33552;AGÊNCIA PREZA LTDA;17991099000133
33555;MADRECITA FILMES LTDA;15197215000111
33557;DODO PRODUCOES DE FILMES EIRELE-EPP;24484376000187
3356;IDEON VIDEO PRODUÇÕES LTDA. - ME;02606030000171
33561;CURINGA PRODUÇÕES ARTÍSTICAS LTDA;03701512000173
33567;PROJETO 6 PRODUÇÃO, GESTÃO, ASSESSORIA E CONSULTORIA EM ECONOMIA CRIATIVA LTDA;20142449000100
33569;GABRIEL MOTTA FERREIRA;22988916000134
33573;LOTUS PRODUÇÃO CULTURAL LTDA - ME;10780424000170
33575;RICARDO LISBOA LEITE FOTOGRAFIA E VÍDEO - ME;19146239000100
33587;2131 CONTEÚDO - PRODUÇÕES E CONSULTORIA LTDA;24176198000127
33589;SONHE COMUNICACAO E PRODUCOES LTDA - ME;19741318000151
33594;J.C.M. MESQUITA & CIA LTDA;11181279000173
33595;CARABALLO PRODUTORA AUDIOVISUAL;24926003000119
33596;DIAMONDBACK ENTERTAINMENT DISTRIBUIDORA DE FILMES LTDA.;24363454000195
3360;TAKE 1 IMAGENS LTDA;00640954000169
33606;LAVORARE PRODUÇÕES ARTISTICAS LTDA;03677633000127
3361;TOP VÍDEO PRODUÇÕES E PUBLICIDADE LTDA;03097166000166
33618;SG FILMES LTDA - ME;11326389000186
33620;RF MIDIA LTDA -ME;14895672000117
33625;SALAMANCA FILMES LTDA;24495620000107
